"rmse_UNEMPRatePI";"rrmse_UNEMPRatePI";"rmse_UNEMPRateHajek";"rrmse_UNEMPRateHajek"
1.82093261351477;0.160623404599301;5.54945820958622;0.48951447444546
1.76240053208738;0.114295247860063;7.85263166134383;0.509259084837004
1.58410049073608;0.0854344520549565;7.59471260691029;0.409601609166064
1.76101669833516;0.110011766614357;8.34553003576348;0.521350253768454
2.073877128898;0.167675368276076;8.34224249327432;0.674479969337131
1.4391808125112;0.0762238176542084;7.6043576562506;0.402752153397624
1.27199260660099;0.0810003085671692;6.91459400896222;0.440320364627976
0.956483860417342;0.0791932832994537;6.27762605862358;0.519763939029447
1.76053912028123;0.190350795147886;8.24829252917608;0.891811504472694
1.55629345637275;0.0744489731521304;7.12466740187495;0.34082529226609
1.50153792216835;0.0699735125039143;6.85026171110275;0.319230614438781
1.36322845508905;0.0927474130915631;6.96062243633551;0.473566790707169
1.49919173803305;0.104682970755145;7.04505455545245;0.491929898816302
1.54520678136485;0.0947351363529654;8.19298572720232;0.502304047176678
1.06050478592017;0.0799379840532514;6.85396235368793;0.516633154894537
1.79785511649703;0.166270341092589;7.99187008289887;0.739109037462556
1.42958905707935;0.0997961144090595;7.13031112567446;0.497749574499226
1.34441468479132;0.0643745608270636;7.70537422241483;0.3689561615084
1.78747012049309;0.148976391665189;7.6767602326762;0.639818269425071
1.50354208989263;0.149853253671632;7.73230379267047;0.770654103731753
1.90365222298502;0.117863075479621;8.07513555262517;0.499965434681562
2.07018831585414;0.224735729553862;8.57884955562684;0.931303688100067
1.43553069618556;0.0904896467796252;7.12016166435683;0.448824198419087
1.62073094918443;0.10770974638155;7.61043354794424;0.505770478261803
1.95311116170576;0.190424105685792;8.25490043408623;0.804834903156908
1.46489406363835;0.143487384336087;7.35434644692848;0.720363309105251
1.47743933069154;0.144113766441814;7.5747267281173;0.738861065818189
0.871274540427464;0.0722083901742398;6.65575398786264;0.551607166925303
1.46617585253984;0.0713881657214123;8.19000033192419;0.398771470653406
1.20087898255639;0.0828993266801834;6.61108420979616;0.456377734625196
1.52965519908015;0.132539533921208;6.92220295107465;0.599785855920441
1.56397509311672;0.134592467118837;8.44074464321856;0.72639305501146
1.24796888013173;0.0850513631985371;6.90690105204244;0.470717947623511
1.94991274780011;0.147758813681343;8.05583210695276;0.610447927314867
1.37410378120728;0.0512152636222882;6.97615190805033;0.260013445801027
1.07956209031277;0.0772460229976847;6.88369729552919;0.492549937026313
1.94310801912874;0.130977828578554;8.49680549697753;0.572738686111464
1.39710128145825;0.0635502553103883;7.40882521121022;0.337006872709336
1.37179907014117;0.108508373855158;7.29149580936694;0.576752361528197
2.04264592297481;0.180343987017594;7.81737633263896;0.690191481542674
1.05543473248767;0.0485603219812693;6.94130534385695;0.319367945825998
2.05914981169775;0.206283768722778;8.26357227971394;0.827837208972673
1.61907680857353;0.108133866910797;8.19249464841813;0.547155095600413
1.875466085044;0.160827508234031;7.77172846229049;0.666451786694054
1.3866878696109;0.115467175897801;7.11034564209233;0.5920665702369
1.03573447204758;0.0738054993994031;7.1933512934719;0.512591691112167
1.59446534707032;0.130292732056535;7.42328624267138;0.606598473383248
1.50952513803497;0.114695299258966;7.97726443778705;0.606120897828138
2.17239097969746;0.189261902167855;8.4602413305457;0.737068686982478
1.35562932573621;0.12251592762596;7.19298091828861;0.650070570818735
2.64597658955852;0.0990552620357106;9.08976247957581;0.340286005480866
2.72833744752685;0.141364324520595;8.86548882356928;0.459350744983837
1.87358198774325;0.142358494660922;7.83802521402123;0.595548781895804
1.84077304957886;0.0725739740416584;7.78532940833064;0.306942941453436
1.51772739335803;0.0675898741519803;7.14567077447867;0.318222488763213
1.62310078029346;0.0827196131839873;8.52173235915605;0.43430106926534
1.98369812515276;0.0849125094382679;8.37656209613575;0.35856005459177
1.4025629212916;0.0490751149598252;7.7370753584319;0.270717168480554
1.32233218238385;0.0715647750365388;6.80215567552137;0.368133474453163
0.91852787784295;0.0632003221606558;6.65509206568697;0.457910938476878
1.83018999116958;0.132617385608543;7.20936406585758;0.522397684900038
1.66000833001132;0.0553981726248704;7.36732484324876;0.245864027349193
1.47931163254908;0.0408177508726665;6.84939265848;0.188991147646933
1.4879620620364;0.0870668736533556;7.65319344497579;0.447820306524789
1.34196333636111;0.047278142917501;7.20132536222813;0.253706849096233
1.51163352874685;0.0544368436942817;8.17498257792498;0.294396915876099
1.02920370777053;0.0704744924354399;6.99861553007311;0.479228624526736
1.91492650834759;0.0822441555900199;8.49655751106301;0.364918546415869
1.41597474382732;0.0919911678667646;7.39219930658701;0.4802465935789
1.40010151838351;0.0539018182099627;8.53521582488904;0.328593066813565
1.82416761464708;0.101962262069993;8.41339151571427;0.470268424751461
1.62702371424386;0.136860247608461;7.96337399695784;0.669854610895411
1.87232807804581;0.0666403657835227;7.74270394121412;0.275580240902314
1.99962729126509;0.157371874778217;8.58658231938787;0.675769211313699
1.46877744110999;0.050597505070103;7.21835061412784;0.248662950269784
1.58531503456502;0.0849870692270162;7.53747378460076;0.404076030543953
2.03209317626206;0.148796920488117;8.34449276557335;0.611012743439556
1.45174961708407;0.0914669658607903;6.93531098112239;0.436956790123644
1.57497556654305;0.138526771028922;6.80629382820713;0.598646688065839
0.796608279247838;0.0542492483048042;6.86202958888923;0.467306148756143
1.57618443852151;0.063451553166321;8.29686536580815;0.334002151655679
1.12912007463945;0.0519134948610651;6.77210618616254;0.311360773393563
1.39350294130218;0.109591783548529;7.34583955601878;0.577712206228393
1.51885197916815;0.109732942414597;8.45056041187125;0.610530105477964
1.19893681593371;0.0713628910850968;6.72560868033396;0.400320411682305
1.83768184095179;0.135119701057262;7.63085204117471;0.561075602772295
1.3303459960965;0.0515254095544334;7.08612734311233;0.274451619789177
0.974132795630403;0.0518623365904676;6.47219317093786;0.344576285918475
1.89291567372684;0.089813673346352;8.69290362432804;0.412454509930474
1.30727058121263;0.0527508628067931;7.58214839666199;0.305954157923491
1.30265813167574;0.0859046334406612;6.77922646198196;0.447060475858417
2.046693647573;0.162291983232039;8.07913747078227;0.640632878541618
0.977221888099946;0.0356779427941309;6.82817776222048;0.249293777140349
2.06480408141083;0.180328220277948;8.67208697669015;0.757370650649619
1.55912894861767;0.0870284114831635;8.10413392185135;0.452361494724896
1.98408408417063;0.129989668466563;7.41768108822063;0.4859783479648
1.52873548437445;0.0623023621678794;7.17493752133002;0.292408700232877
0.993095324423347;0.0587490955275523;7.10604997549795;0.420376572688529
1.65561965553083;0.116084411769188;6.97182624968227;0.488832290947808
1.58202261473968;0.113690545176523;7.84065344992109;0.563461076318681
2.12431908995631;0.11873663992744;8.6229315928705;0.481969930271947
1.25098050783379;0.0764147731716281;4.38921472130989;0.268110370409566
2.31091992245985;0.0742657467772334;7.53475282134585;0.242143416403404
2.67815376408251;0.0852936477015309;5.61822263832985;0.178928748919925
1.40405652902902;0.175123043086521;6.45137758262941;0.80465768365575
1.39962500622749;0.12666389963284;7.6556051537091;0.692820432975641
1.23918976954212;0.0920333014139117;7.15160871710245;0.531142345452584
1.40138596803664;0.121707969337192;9.16659097196088;0.796102714304351
1.63630604342036;0.185843372387506;8.95023789911335;1.01652279628865
1.15319981123388;0.0839327654448963;7.43014788459931;0.540784739594872
1.01698721117378;0.0901742865276425;6.63706647414115;0.58849583098636
0.777380243327987;0.0905755853804895;5.72505154300345;0.667047946344874
1.41382941147202;0.218254455703529;7.69039975923979;1.18717576531944
1.23506163059998;0.0808303954599987;6.78191820557817;0.443852449912113
1.17502898725968;0.0747214131351044;7.44768586994669;0.473606709981342
1.07390897274281;0.101910074049815;6.36949401935296;0.604441925384277
1.1597797625912;0.11318833534043;7.00072916237778;0.683233925627692
1.21748754544303;0.103626796726137;8.22124101618107;0.699753253993545
0.860516012925727;0.0909215154272082;6.07576881726581;0.641961450982161
1.42221158504071;0.185825370709395;9.07969064094288;1.18634730375336
1.13122874453945;0.110397306389722;7.31985937166538;0.71434956164627
1.0875075930535;0.0711507930675478;7.82382653722144;0.511878231013738
1.37722230538713;0.161755825883382;8.27651272909758;0.97208282692835
1.15241388233586;0.162784101236968;7.62502014572784;1.07707141536701
1.44709631096016;0.124538946026182;8.3812185676643;0.721298312300593
1.63663460673904;0.252007309032965;8.74377854241173;1.34635800329542
1.15328027484312;0.101064171797001;6.79608639126971;0.59555414028734
1.29029280487432;0.119395397898799;6.61169466008483;0.611803702031093
1.54182909836543;0.212945356903606;8.64101360501447;1.19342910837489
1.16936914118362;0.162342135588678;7.07056475489913;0.981598146985925
1.13834612604995;0.157420125834861;7.12333056593887;0.985074370959999
0.722255837248721;0.0842657390736464;5.91604642828269;0.690226369886123
1.135437867249;0.0756186819759163;8.77697532409831;0.584535116264451
0.961059182844876;0.0926533937559989;6.41129861697287;0.618097809010332
1.19233465639566;0.145752472679248;7.01381377310363;0.857377326791709
1.2533318794654;0.152238898774136;7.94523455994295;0.965086566236437
0.998051357229608;0.0949165229191068;6.31173667843065;0.600257787094824
1.53636483311438;0.164560347141549;7.75629094771268;0.830777887761916
1.06706383674701;0.0532708132417571;6.51924110199104;0.325458761943301
0.861036107118567;0.0861463557059653;6.14589156172518;0.614894260797546
1.51359358532972;0.142232978898734;8.81138315731228;0.828009108144868
1.108303111666;0.0686002823052837;7.24203725362984;0.448258057597251
1.11720069065526;0.12415513387779;7.00889287482871;0.778902161883796
1.6462153610434;0.205707067040442;8.1070699003781;1.01303973402461
0.832878589560237;0.0522254086703854;6.17805407545225;0.38739307616083
1.66826057683057;0.239227345817838;8.63036870244247;1.23758855588202
1.294105477067;0.120617099480485;7.52050546480689;0.70094870307483
1.48281683972316;0.179023209016114;7.78316570550062;0.939675935406171
1.06082215803741;0.124296814761928;6.93608772562685;0.81270324594249
0.848250995829106;0.0845247458600061;6.68283048052906;0.665916751963381
1.27204159798007;0.146585102858391;7.42384805405349;0.855495238785063
1.21745552646974;0.12969463496244;7.90927731019367;0.842569450184977
1.69979303823366;0.2081079806268;8.50414025474812;1.0411734932282
1.06431230494809;0.135914532502756;6.5973884851577;0.842497984407881
2.11522776350302;0.106603867712297;9.18593428039092;0.462955403544298
2.14646534909444;0.153117491106206;9.62869785623267;0.686860404705833
1.46632221302047;0.156317268379593;8.15695480668284;0.869572105199123
1.41684597659321;0.0750490172799101;8.19359507248382;0.434007131571207
1.18169505003831;0.0715325495272629;7.13777306300887;0.432076875609738
1.2749723594619;0.0890870833428935;8.81902639393843;0.6162183309539
1.56247262177617;0.0904797361585332;8.12853952024341;0.470707838905859
1.11878830106484;0.0520426163396758;7.38712623114396;0.34362656092692
1.03988188124145;0.0775327236553917;6.56676632083262;0.489612606630685
0.745605793698562;0.071661604181753;6.02350074715589;0.578930220203856
1.4483642705491;0.146705237290395;7.37748589305887;0.74726768711121
1.28723997719269;0.0569101150532365;6.84558650822069;0.302649950819081
1.19967594523595;0.0428790054076744;6.68014096149957;0.238762643820313
1.16181557350692;0.0942349081654988;6.80874318073529;0.552257434820171
1.07813795963826;0.0506356743652896;6.55081481914495;0.307664638875003
1.19729033665813;0.0574958414979443;8.05491336959655;0.386810122990439
0.8026849274254;0.0766759991427696;6.38317968516006;0.609749433862347
1.49985462750696;0.0868531909687369;8.59362404008728;0.497637341765489
1.11773741027831;0.101056848927767;7.16037496977264;0.647383656422754
1.10639748443646;0.0571166171482249;7.98433209297722;0.412182823762608
1.42192590900241;0.109661427851899;7.75374239994599;0.597982255890133
1.31072126201471;0.15518139563598;7.73640576678635;0.915943213014485
1.44614226076818;0.0685977154775903;7.93852747873039;0.376563816762889
1.5942404466061;0.176059119247397;8.96658915993222;0.990220636737471
1.16605930699082;0.0533538830042056;6.96821604507655;0.318835741362484
1.25930017203822;0.0930225957906419;6.78606033537084;0.501275995671787
1.59665347505145;0.163881156409494;8.66890635806436;0.889780043675051
1.1156803355736;0.0976329595461792;6.53475473631279;0.571855059618499
1.27095837047547;0.157939751340411;6.68300730478044;0.830485511125201
0.661003989499364;0.062814191619706;5.79217233506836;0.550421220944377
1.21893327853427;0.0661654785787312;8.25870022583155;0.448294309871905
0.891443156636561;0.0558298020686226;6.19062340182652;0.387709835038047
1.11420209052309;0.123019152069106;6.86298726111686;0.75774303486301
1.22229766810893;0.123216367578098;7.77571003553636;0.783847315524754
0.949110652283363;0.078385762331957;6.14513026945529;0.507517979744078
1.43888583946733;0.14776309005075;7.74188588750151;0.795035262825996
1.04705577919742;0.0544866609496265;6.81375931200542;0.354574226895701
0.769842987780103;0.056301757190178;5.75939842063403;0.421208293882199
1.52948595218322;0.0993006357931646;8.66410184181752;0.562509789802988
1.02927955044518;0.0560267598691631;7.59590415762301;0.413467748430691
1.01760969269389;0.0934964621889121;7.24476663660671;0.665638362891212
1.6417722979261;0.183665425975268;8.10117482730897;0.906280199414592
0.769492358105066;0.037534357289292;6.11074363313898;0.298070321834421
1.63757732037384;0.202681747601801;9.20066398169356;1.13875945380147
1.23250414853074;0.0948418983392486;8.46255453427827;0.651198405934086
1.547320873765;0.142236419890315;7.06414896849109;0.649367093720624
1.19475840173865;0.065669815947987;6.77584155043824;0.372433679363517
0.811647375008058;0.0665240710469991;6.36121747100808;0.521376765350288
1.31497908794379;0.129002297805445;7.01633091306569;0.6883172654587
1.23079004641538;0.123717331992222;8.15633135921502;0.819863272006037
1.68240935794781;0.130272584805458;8.22057595807494;0.636536924612877
1.01828486745873;0.0863777918835339;4.74706613714707;0.402678173815127
1.88270120455634;0.080279506310414;9.32555382078073;0.397647197012281
2.17245951789808;0.0911445387774632;9.30211957344719;0.39026614359883
1.50383623659967;0.189046544993223;8.22690333644251;1.03420014353711
1.52550345116264;0.138709831891061;9.08002493776243;0.825621686875743
1.28992030521867;0.096687383816158;8.36309516515399;0.626864922470711
1.43673124061881;0.125631051270114;11.1062820490927;0.971158592562477
1.69860029938665;0.193800264326339;10.6224374552086;1.2119573906544
1.231078890434;0.0901616521175995;8.54580894025443;0.625877235587281
1.08599526922763;0.0971700471248777;7.7175765697776;0.690534572501855
0.856432760926942;0.100821177345974;6.4500893350092;0.759318921941393
1.43869738107085;0.223667295220595;9.21482477464623;1.4325840586036
1.31061371176384;0.0863910528840153;8.42894217395341;0.555606264889688
1.23109090667643;0.0789355637494824;7.99253378641246;0.512468378083041
1.13088933757951;0.108562450721523;7.50400857362932;0.720365409697965
1.24410564441435;0.122368770447281;8.09442932717239;0.796158564737295
1.28436233408328;0.110225748985873;8.28673982735189;0.711179454490064
0.944854874207573;0.100766999433209;6.34775934990121;0.676976623896976
1.47055415679727;0.19429350462407;9.88245350516537;1.30569589493038
1.18023614032569;0.1162533764626;8.07049232140567;0.794944291250046
1.12749403247485;0.0744404107587432;8.88357105864283;0.586519005478291
1.46704487958025;0.173845602579658;8.76593678718957;1.03876819595334
1.23528519831048;0.176209042268417;8.25413020233029;1.17742233105417
1.49124788045936;0.1295986659651;9.61496736492038;0.83560014409396
1.62191561002917;0.252316742387947;9.97610323776385;1.55195366214716
1.21704959105195;0.107538901226833;7.0496504506464;0.622909427084637
1.2993106587817;0.121754385528079;7.09941714499873;0.665264435610283
1.54904232436131;0.216336177943942;10.4449899354683;1.45872657303527
1.25866236507577;0.176209908753277;8.05684935256867;1.1279408431105
1.24688875276092;0.174440235293941;7.3882586037439;1.0336203341283
0.770299796498101;0.0907458182551122;6.20776265743812;0.731310724011259
1.18170289393364;0.0794491805169216;9.67188069816643;0.650267507570231
1.00080391890564;0.0974036509879857;7.01084974560555;0.682333820691762
1.23399766043248;0.152431588837883;8.54486319737812;1.05551826826171
1.2983246207797;0.157954475619721;9.15354030179779;1.11362184410103
1.11144214608384;0.106762542705692;6.7930272303117;0.652522366847849
1.61189686900814;0.173087497817043;9.53917019948361;1.02432800312809
1.10093367852843;0.0553926845059416;8.70798113689325;0.438135794378067
0.962638029693004;0.0973402888263047;6.44655813129908;0.651864783106829
1.54767290601087;0.146641965981439;10.1571487542384;0.962389569722802
1.18842410760609;0.0742497067456104;9.04697734211348;0.565232066807551
1.14844596879404;0.128684623800974;7.62844000432322;0.854775025398417
1.69654049205424;0.211659755975582;9.88269853397589;1.23296176535626
0.923021544616709;0.0583958909801469;6.92201258392204;0.43792812266562
1.65765231706785;0.238838514217209;9.54475138752247;1.37523062978664
1.31409283466562;0.123434952320456;9.21569943138007;0.865646162815814
1.57806693093999;0.192014517332621;8.94038495841874;1.08783960230131
1.17980312127456;0.139444575606993;8.53653459802569;1.00895939560672
0.916967720328717;0.0922706646027974;7.09914662066198;0.714357727408727
1.31786496693715;0.153214797710255;8.45419532244785;0.982883572011367
1.22803828255096;0.132208029671953;9.17864997353422;0.988154233700882
1.75416294357671;0.216910105624066;10.2893438940365;1.27232346289739
1.10912431657112;0.143107889149472;7.48645273979252;0.965960652743733
2.14696432927267;0.109067450120608;15.3873161990271;0.781687575869488
2.27775917377525;0.163677087335118;16.3784200548429;1.17693394481409
1.55293000832399;0.167086408198181;9.75277065266461;1.04934247493425
1.51859955511216;0.0813502746767675;9.49854103550018;0.5088299411555
1.21325196236391;0.0741198452925901;8.43928419861992;0.515571751446536
1.35568134142011;0.0956645489449476;10.0545173480756;0.709503655154855
1.64976388225076;0.0967474326841071;8.93926091857272;0.524226862564946
1.19435464557632;0.056027931388497;8.31030980898851;0.389841886176521
1.06968811003664;0.0805043792090533;7.12175124838661;0.535980682362661
0.795530178474097;0.0771894340223288;6.44048426034086;0.624913231876363
1.45403799224052;0.148780459606045;8.96143756305716;0.916954581983147
1.34521637782705;0.0600023942610049;8.11829044047331;0.36211041715198
1.21038784587503;0.0435950985334414;8.04064117291443;0.289603489823411
1.26963578565929;0.104055468884443;7.6430529977866;0.626401265919228
1.15175394961235;0.0545748947783641;7.81728021364298;0.370415265566179
1.20162872454563;0.0582209690035304;8.82759584331147;0.427712132267369
