"rmse_lab1PI";"rrmse_lab1PI";"rmse_lab1Hajek";"rrmse_lab1Hajek"
0.0215483733079818;0.0313740029298366;0.140124396737904;0.204018334514752
0.0196872514044205;0.0308239278201606;0.154436719268386;0.241798420191976
0.0163517593621222;0.0265868231850062;0.157995232669642;0.256889257115177
0.0198379111598019;0.0297640744640698;0.166459679549378;0.249749999254576
0.023463531015544;0.0340577504333966;0.175938712321893;0.255378303967233
0.0158748153737899;0.0257342627111894;0.163654917471841;0.265296858012713
0.0140134199540056;0.0222560323332941;0.168572135956708;0.267725289091371
0.0107572844430682;0.0153754001627865;0.180203423011992;0.25756497879896
0.0198597694290597;0.0274007248824321;0.160059318422783;0.220835461591757
0.0179962435695881;0.0310838818782508;0.17167184362356;0.296518953435038
0.0160048293112738;0.0279555755861374;0.167853046326862;0.293188289152742
0.0156661585807527;0.0238123795629337;0.177268143855185;0.269445525151424
0.0159170813358628;0.0236046422935136;0.193310224357601;0.28667433440571
0.0176832338046172;0.026936407182889;0.152548682943705;0.232373415653881
0.0116788689587989;0.0178255743606754;0.180456442129311;0.275432470334845
0.0212573225088788;0.0307422233464179;0.215632767325042;0.311846926683442
0.0157547445043244;0.0234103647908949;0.171387403556234;0.254668784804125
0.01450581626706;0.0239778116819394;0.187258587519132;0.309534538746075
0.020625365977074;0.0289997999530098;0.195316488240604;0.274620052453752
0.0171685327346275;0.0247307224084901;0.195878708603123;0.282157016157063
0.0223870612350085;0.0360759673000132;0.184160245766952;0.29676780415741
0.0234339432243743;0.0319540175526104;0.158648096850259;0.21632910956994
0.0157672468066121;0.024697094676814;0.165036618133107;0.258505814817668
0.0181695899413638;0.0289554784627919;0.161610741167913;0.257546612243032
0.022932404251957;0.0321372066574305;0.139041388105536;0.194850996624232
0.0165264716322074;0.0228898893274743;0.175123244082331;0.242553387372827
0.0158458780306973;0.0228574813878888;0.201921273298436;0.291268917840756
0.00968971719634743;0.0135784033445907;0.18653071655448;0.261389393953314
0.0172801749270216;0.0291186658957447;0.199198965059424;0.335668367643269
0.0124114567151032;0.0184778308627806;0.182323898077254;0.271438738275963
0.0156789281852341;0.0229631719797055;0.197653485811134;0.289480947514243
0.0178359443708236;0.0270762838216882;0.205895398000585;0.312564455121467
0.0136643751819034;0.0220561585492401;0.191902773017932;0.309757155477398
0.021449236290245;0.0320249270926623;0.174967440431645;0.26123631851459
0.0143719767388779;0.0283026416473741;0.18386836692265;0.362090796127046
0.0110204062493329;0.0170769262869751;0.200400291304725;0.310534922676401
0.0213926536405156;0.0342831230875103;0.213666269291273;0.342414135845621
0.0155701957297389;0.0276268871912143;0.149538601557891;0.265332957124045
0.0146478272564313;0.0221419376482497;0.20040999832138;0.302943611310649
0.0227000830605202;0.0313266341848063;0.186383137387412;0.257212995546553
0.011124207406549;0.0187257646839723;0.205542390684181;0.345996644962511
0.022957934271791;0.0321358551084657;0.202864392505889;0.283963733280939
0.0175465771259796;0.0261406662879943;0.202066790062961;0.30103652062722
0.0206072554785735;0.0312796616356435;0.197853856657515;0.300321490942305
0.0166416038116058;0.0236783417238445;0.209708422440618;0.298381558960942
0.0111010782628277;0.0169933985126859;0.193582052411126;0.296333102392522
0.0182855359743879;0.0260809297111992;0.163433152039326;0.23310711574371
0.0167134992031749;0.0252586121539498;0.206218079492076;0.311651224300971
0.0246687628280534;0.0352560244055755;0.208276027775028;0.297663274381244
0.0148754698474203;0.0214482233757753;0.204541910273504;0.294919127009269
0.0341612202838557;0.064953220474835;0.165572376463397;0.31481483927118
0.0337945201859154;0.0580494841303659;0.148569880252944;0.255201282886924
0.0215277885041129;0.0335456921810098;0.159551702529478;0.248621557155643
0.0201333429115549;0.0406552085807702;0.150903242989617;0.304718538109066
0.0171514428640596;0.0331525253011757;0.175150953158981;0.3385543975601
0.018465784183124;0.0341527759426589;0.17522925439058;0.324089429641985
0.0235536397601738;0.0472815852184066;0.160607278165831;0.322403109948814
0.0158154047757136;0.0337459921188917;0.186264469100056;0.39744030553884
0.0145144928526448;0.0252167617157;0.16672320713462;0.289656650733402
0.00984029921033041;0.015352713603798;0.175796932875193;0.274276209002422
0.0206408408548081;0.0323925483872184;0.144465882666905;0.226716446655799
0.018359936695103;0.0414079456752022;0.160624583208187;0.362263450361493
0.0161181702466276;0.0407630439373197;0.176876045999883;0.44732162052086
0.0162130892934046;0.0286834985468683;0.185045652986077;0.327374790977658
0.0158405153148951;0.0350622369787314;0.177078935197172;0.391955909665796
0.0168345496725665;0.0361997047091127;0.155431791950797;0.334228421933742
0.0107306226631893;0.0179032864119436;0.171870890749495;0.286754448417958
